87.5,32
93.75,32
75,32
81.25,32
71.875,32
75,32
75,32
71.875,32
78.125,32
71.875,32
96.875,32
75,32
71.875,32
65.625,32
81.25,32
84.375,32
78.125,32
65.625,32
78.125,32
75,32
84.375,32
81.25,32
75,32
81.25,32
71.875,32
84.375,32
78.125,32
65.625,32
84.375,32
65.625,32
71.875,32
71.875,32
68.75,32
68.75,32
90.625,32
71.875,32
81.25,32
65.625,32
90.625,32
65.625,32
68.75,32
75,32
68.75,32
71.875,32
84.375,32
78.125,32
68.75,32
81.25,32
78.125,32
81.25,32
81.25,32
65.625,32
78.125,32
84.375,32
87.5,32
81.25,32
81.25,32
78.125,32
71.875,32
71.875,32
81.25,32
84.375,32
75,32
68.75,32
71.875,32
68.75,32
75,32
71.875,32
59.375,32
68.75,32
78.125,32
81.25,32
68.75,32
65.625,32
68.75,32
71.875,32
70.58823529411765,17
90.625,32
81.25,32
68.75,32
81.25,32
81.25,32
81.25,32
71.875,32
82.35294117647058,17
78.125,32
70.58823529411765,17
73.68421052631578,19
